img_id,rle_mask
187,123596 6 124108 6 124616 14 125128 14 125638 16 126150 16 126660 20 127172 20 127682 22 128194 22 128704 24 129216 24 129726 26 130238 26 130748 28 131260 28 131770 30 132282 30 132794 28 133306 28 133816 30 134328 30 134838 30 135350 30 135860 30 136372 30 136882 30 137394 30 137904 30 138416 30 138926 30 139438 30 139948 30 140460 30 140970 32 141482 32 141992 32 142504 32 143014 32 143526 32 144036 32 144548 32 145058 34 145570 34 146080 34 146592 34 147102 34 147614 34 148124 34 148636 34 149144 38 149656 38 150166 36 150678 36 151188 36 151700 36 152210 36 152722 36 153232 36 153744 36 154256 36 154768 36 155280 34 155792 34 156304 32 156816 32 157330 28 157842 28 158354 26 158866 26 159380 24 159892 24 160404 22 160916 22 161430 16 161942 16 162458 10 162970 10
188,21396 6 21908 6 22416 14 22928 14 23438 20 23950 20 24460 24 24972 24 25482 28 25994 28 26506 28 27018 28 27528 30 28040 30 28550 32 29062 32 29572 34 30084 34 30596 32 31108 32 31618 34 32130 34 32640 34 33152 34 33662 34 34174 34 34684 36 35196 36 35706 36 36218 36 36728 36 37240 36 37750 36 38262 36 38772 36 39284 36 39794 36 40306 36 40816 36 41328 36 41838 36 42350 36 42860 36 43372 36 43882 36 44394 36 44904 38 45416 38 45926 38 46438 38 46948 38 47460 38 47970 38 48482 38 48994 38 49506 38 50018 36 50530 36 51044 32 51556 32 52070 28 52582 28 53096 26 53608 26 54122 22 54634 22 55150 16 55662 16 56176 12 56688 12 57204 4 57716 4
189,121554 8 122066 8 122576 12 123088 12 123598 14 124110 14 124622 16 125134 16 125644 18 126156 18 126670 16 127182 16 127694 16 128206 16 128718 18 129230 18 129742 18 130254 18 130766 18 131278 18 131790 18 132302 18 132814 18 133326 18 133840 16 134352 16 134864 18 135376 18 135890 16 136402 16 136914 16 137426 16 137940 16 138452 16 138964 16 139476 16 139988 16 140500 16 141014 16 141526 16 142038 16 142550 16 143064 16 143576 16 144088 16 144600 16 145112 16 145624 16 146138 16 146650 16 147162 14 147674 14 148186 14 148698 14 149212 12 149724 12 150238 8 150750 8
190,23214 14 23726 14 24236 18 24748 18 25260 22 25772 22 26282 26 26794 26 27306 26 27818 26 28330 28 28842 28 29354 30 29866 30 30380 28 30892 28 31404 30 31916 30 32430 28 32942 28 33456 28 33968 28 34480 28 34992 28 35506 28 36018 28 36532 28 37044 28 37558 26 38070 26 38584 28 39096 28 39610 28 40122 28 40636 28 41148 28 41662 28 42174 28 42688 26 43200 26 43714 26 44226 26 44740 26 45252 26 45764 28 46276 28 46790 26 47302 26 47814 28 48326 28 48840 28 49352 28 49866 28 50378 28 50892 28 51404 28 51918 28 52430 28 52944 28 53456 28 53968 30 54480 30 54994 30 55506 30 56020 30 56532 30 57046 30 57558 30 58072 30 58584 30 59098 28 59610 28 60124 28 60636 28 61148 28 61660 28 62174 26 62686 26 63200 24 63712 24 64226 22 64738 22 65252 18 65764 18 66278 14 66790 14 67306 8 67818 8 204580 4 205092 4 205600 12 206112 12 206622 18 207134 18 207644 22 208156 22 208668 26 209180 26 209690 30 210202 30 210714 32 211226 32 211738 32 212250 32 212762 34 213274 34 213784 36 214296 36 214808 34 215320 34 215832 34 216344 34 216856 12 216874 14 217368 12 217386 14 217880 8 217898 14 218392 8 218410 14 218902 10 218924 10 219414 10 219436 10 219926 10 219948 10 220438 10 220460 10 220950 10 220970 12 221462 10 221482 12 221974 10 221992 14 222486 10 222504 14 222996 32 223508 32 224020 32 224532 32 225044 32 225556 32 226068 32 226580 32 227094 28 227606 28 228118 28 228630 28 229144 24 229656 24 230170 20 230682 20 231196 14 231708 14
191,156316 4 156828 4 157336 12 157848 12 158358 18 158870 18 159380 26 159892 26 160404 32 160916 32 161428 36 161940 36 162454 38 162966 38 163480 38 163992 38 164506 38 165018 38 165534 34 166046 34 166562 32 167074 32 167590 26 168102 26 168620 20 169132 20 169648 14 170160 14
192,
193,153550 6 154062 6 154572 10 155084 10 155594 14 156106 14 156616 18 157128 18 157638 20 158150 20 158662 20 159174 20 159686 20 160198 20 160708 22 161220 22 161732 20 162244 20 162756 18 163268 18 163778 18 164290 18 164802 16 165314 16 165824 18 166336 18 166846 18 167358 18 167868 18 168380 18 168888 22 169400 22 169910 22 170422 22 170932 22 171444 22 171954 24 172466 24 172976 24 173488 24 173998 26 174510 26 175022 24 175534 24 176046 24 176558 24 177070 22 177582 22 178096 18 178608 18 179122 16 179634 16 180148 12 180660 12 181174 6 181686 6
194,16222 4 16734 4 17242 12 17754 12 18262 16 18774 16 19286 18 19798 18 20308 20 20820 20 21332 22 21844 22 22354 24 22866 24 23378 24 23890 24 24402 24 24914 24 25426 24 25938 24 26450 24 26962 24 27474 24 27986 24 28498 24 29010 24 29522 24 30034 24 30546 24 31058 24 31570 24 32082 24 32596 22 33108 22 33620 22 34132 22 34644 22 35156 22 35668 22 36180 22 36692 22 37204 22 37716 24 38228 24 38740 24 39252 24 39764 24 40276 24 40788 24 41300 24 41812 24 42324 24 42836 24 43348 24 43860 24 44372 24 44884 24 45396 24 45908 24 46420 24 46934 22 47446 22 47958 22 48470 22 48982 22 49494 22 50006 22 50518 22 51030 22 51542 22 52054 22 52566 22 53080 20 53592 20 54104 20 54616 20 55130 16 55642 16 56156 14 56668 14 57182 10 57694 10
195,120498 10 121010 10 121516 32 122028 32 122536 48 123048 48 123558 72 124070 72 124582 80 125094 80 125606 84 126118 84 126630 86 127142 86 127654 86 128166 86 128682 82 129194 82 129712 76 130224 76 130762 48 131274 48 131800 34 132312 34 132836 18 133348 18
196,
197,175868 36 176380 36 176886 58 176956 6 177398 58 177468 6 177908 84 178420 84 178934 2 178940 78 179446 2 179452 78 179964 80 180476 80 180990 78 181502 78 182016 76 182528 76 183046 70 183558 70 184080 60 184592 60 185112 50 185624 50 186176 4 186688 4
198,67170 2 67682 2 68190 10 68702 10 69208 20 69720 20 70228 24 70740 24 71250 26 71762 26 72272 28 72784 28 73296 26 73808 26 74318 28 74830 28 75342 28 75854 28 76364 28 76876 28 77388 28 77900 28 78412 28 78924 28 79436 26 79948 26 80458 28 80970 28 81482 28 81994 28 82506 28 83018 28 83530 26 84042 26 84554 26 85066 26 85578 26 86090 26 86600 28 87112 28 87624 28 88136 28 88648 28 89160 28 89672 28 90184 28 90694 30 91206 30 91718 30 92230 30 92742 28 93254 28 93766 28 94278 28 94790 28 95302 28 95814 26 96326 26 96838 26 97350 26 97862 24 98374 24 98888 22 99400 22 99912 20 100424 20 100936 20 101448 20 101960 18 102472 18 102984 18 103496 18 104008 18 104520 18 105030 20 105542 20 106054 20 106566 20 107078 20 107590 20 108102 20 108614 20 109124 20 109636 20 110148 20 110660 20 111172 20 111684 20 112196 20 112708 20 113220 20 113732 20 114244 20 114756 20 115266 22 115778 22 116290 20 116802 20 117314 20 117826 20 118338 20 118850 20 119360 22 119872 22 120384 22 120896 22 121408 22 121920 22 122430 22 122942 22 123454 22 123966 22 124478 22 124990 22 125502 22 126014 22 126524 24 127036 24 127548 24 128060 24 128572 22 129084 22 129594 24 130106 24 130618 24 131130 24 131642 24 132154 24 132666 22 133178 22 133690 22 134202 22 134714 20 135226 20 135740 16 136252 16 136764 14 137276 14 137790 10 138302 10
199,196328 12 196840 12 197350 16 197862 16 198372 20 198884 20 199394 22 199906 22 200416 26 200928 26 201438 28 201950 28 202462 28 202974 28 203484 30 203996 30 204508 28 205020 28 205530 30 206042 30 206552 32 207064 32 207576 30 208088 30 208598 30 209110 30 209620 32 210132 32 210644 30 211156 30 211666 30 212178 30 212688 30 213200 30 213710 32 214222 32 214732 32 215244 32 215754 32 216266 32 216776 32 217288 32 217798 32 218310 32 218820 32 219332 32 219842 32 220354 32 220866 30 221378 30 221888 32 222400 32 222910 32 223422 32 223932 32 224444 32 224954 32 225466 32 225976 32 226488 32 226998 34 227510 34 228022 32 228534 32 229044 32 229556 32 230066 34 230578 34 231090 32 231602 32 232112 32 232624 32 233136 32 233648 32 234160 30 234672 30 235184 30 235696 30 236208 28 236720 28 237234 24 237746 24 238260 22 238772 22 239286 18 239798 18 240314 12 240826 12 241342 2 241854 2
